Precinct,Address,DateTime,BlotterWeek,CrimeType,PoliceSaid,Arrest,Latitude,Longitude,JSDate
6,78 West 11th St.,02/12/15,20-Feb-2015,,"A 36-year-old manager at French Roast stole cash from the business on six separate days for a little over a month, changing 41 different employee sales totals and pocketing the difference in cash, making off with a total of $1,447.96.",,40.73519,-73.998154,"2015,02,20"
6,Christopher Street PATH station,"Feb. 12, 5:27 a.m.",20-Feb-2015,,"A 27-year-old man was arrested for jumping into the train tracks. Police said they did not find drugs on him and he was in ""apparently normal"" physical condition.",,40.733163,-74.006957,"2015,02,20"
6,538 LaGuardia Place,"Feb. 13, 4:30 a.m.",20-Feb-2015,,"A 24-year-old man was sleeping in the driver's seat of a 2012 Acura with his leg hanging out of the door. Police said his blood alcohol content was .137 percent, nearly twice the legal limit.",,40.728756,-73.998395,"2015,02,20"
6,Hudson St. & West 14th St.,"Feb. 14, 10:20 p.m.",20-Feb-2015,,"A 22-year-old man was sleeping in the driver's seat of a double-parked black 2012 BMW with Virginia plates, engine running. When an officer knocked on the window and shined a light in the car, the driver woke up and sped away, almost hitting the officer, blowing through a red light, and nearly plowing into a taxi. When the officer opened the door to arrest the driver, the driver hit the gas and the BMW lurched forward again. The 22-year-old driver had an active warrant for failing to appear in court on a disorderly conduct violation in 2013.",,40.74085,-74.005179,"2015,02,20"
6,65 Fifth Ave.,"Feb. 14, 10:20 p.m.",20-Feb-2015,,"A 35-year-old woman was caught at CVS trying to steal three bottles of Aveeno lotion, valued at $22, two bottles of Curel lotion, valued at $18, and four bottles of Gold Bond lotion, valued at $55. ",,40.735651,-73.993232,"2015,02,20"
6,West 10th St. & Sixth Ave.,"Feb. 15, 11:50 p.m.",20-Feb-2015,,"A 20-year-old male beat up an 18-year-old male, fracturing the victim's face. ",,40.73479,-73.998718,"2015,02,20"
6,158 Bleecker St.,"Feb. 21, 12:01 a.m.",2-Mar-2015,,"After a series of iPhone thefts, the general manager at Le Poisson Rouge hired special security to blend in with the crowd and look out for pickpockets. Within two days, they caught a 31-year-old man with seven iPhones, three wallets and nine debit and credit cards, including a JP Morgan corporate MasterCard. ",,40.728475,-74.000052,"2015,03,02"
6,40 East 14th St.,"Feb. 21, 2:20 p.m.",2-Mar-2015,,"Andrey Desmond, 21, tried to steal a pair of $100 Mizuno sneakers from DSW but was caught by store security. Desmond struggled with a 24-year-old security guard in his attempt to flee the store, and threw a 6-year-old girl to the ground, leaving her with a minor concussion and a black eye.",,40.734892,-73.991598,"2015,03,02"
6,118 West 14th St.,"Feb. 21, 3:35 a.m.",2-Mar-2015,,A 17-year-old boy was seen writing “Rachet” and “Senna” on a building.,,40.737797,-73.997955,"2015,03,02"
6,Eighth Ave. & West 14th St.,"Feb. 25, 1:38 p.m.",2-Mar-2015,,Police arrested a 59-year-old man for playing bucket drums in the subway station.,,40.739743,-74.002529,"2015,03,02"
6,388 Sixth Ave.,"Feb. 26, 1:30 a.m.",2-Mar-2015,,A 26-year-old man and a 25-year-old woman assaulted a taxi driver who asked them to get out of his cab. A female sergeant found a gravity knife in the woman's bra.,,40.733285,-73.999795,"2015,03,02"
6,233 West 10th St.,"Feb. 28, 3:05 a.m.",2-Mar-2015,,"A 23-year-old man punched a police officer in the eye outside the 6th Precinct, after being asked to leave the area.",,40.734,-74.005433,"2015,03,02"
6,151 Bleecker St.,"March 1, 1 a.m.",2-Mar-2015,,"Jean Pierre, 33, and Clafdya Lahens, 25, lifted six wallets, two iPhones and another cell phone from the purses of six women inside the Red Lion. Police later discovered Pierre's name was actually Mark Bouzi.",,40.728485,-73.999407,"2015,03,02"
6,5 Ninth Ave.,"March 1, 3 a.m.",2-Mar-2015,,"Sophia Tolbert, 23, attacked a 26-year-old woman, yanking her by her hair into a planter. It took three police officers to restrain her.",,40.739586,-74.006692,"2015,03,02"
6,14th St. & Sixth Ave. subway station,"March 4, 11:24 a.m.",9-Mar-2015,,"A 23-year-old man was arrested for blocking the turnstiles while holding out a paper cup and saying, ""Can you spare me some change? I'm hungry."" Police searched him and said they found a MetroCard bent along the magnetic strip.",,40.737357,-73.996872,"2015,03,09"
6,190 Waverly Place,"March 4, 3:30 p.m.",9-Mar-2015,,"Wesley Murphy, 35, stole his neighbor's just-delivered rugs. One rug was $1,509 and the other was $3,498. He told police he thought they were garbage.",,40.734663,-74.001669,"2015,03,09"
6,West 10th Street and Fifth Avenue,"March 4, 6:40 p.m.",9-Mar-2015,,A 33-year-old woman in a brown Ford Explorer with Florida plates was arrested for when officers spotted her swerving in an out of traffic and cutting off cars on slushy Fifth Avenue. The officers said she also gave them a fake name.,,40.733438,-73.995517,"2015,03,09"
6,183 Bleecker St.,"March 6, 11 p.m.",9-Mar-2015,,"Eddie Ashley and Joseph Fernandez, both 21, tried to use counterfeit cash at 1849 Restaurant, but fled when a bartender questioned them about the bills.",,40.729197,-74.000796,"2015,03,09"
6,157 Bleecker St.,"March 6, 12am",9-Mar-2015,,"Eddie Ashley and Joseph Fernandez, both 21, bought $80 worth of drinks at Carroll Place with counterfeit cash. They were later arrested at Red Lion, a few doors away on Bleecker Street.",,40.7287,-73.999709,"2015,03,09"
6,151 Bleecker St.,"March 7, 12:01 p.m.",9-Mar-2015,,"Eddie Ashley and Joseph Fernandez, both 21, were arrested at Red Lion for using counterfeit cash to pay a cover charge and a coat check fee. They hit two other Bleecker Street bars earlier that night.",,40.728485,-73.999407,"2015,03,09"
6,18 West Ninth Ave.,"March 7, 2:39 a.m.",9-Mar-2015,,"A 23-year-old woman threw a wine glass in the face on a 22-year-old woman after they got into a verbal argument at the Gansevoort Hotel nightclub Provacateur. The victim was left with a gash on the right side of her face, and the alleged assault was arrested and charged with assault with a weapon.",,40.739853,-74.005734,"2015,03,09"
6,565 West St.,"March 8, 12:01 a.m. ",9-Mar-2015,,Two 14-year-olds were arrested for spray-painting graffiti on Paul's Wholesale Meat in the Meatpacking District.,,40.739236,-74.010122,"2015,03,09"
6,52 Gansevoort St.,"March 8, 4:25 p.m. ",9-Mar-2015,,"A 57-year-old man was arrested for sneaking into the office at Gansevoort Market and trying to steal a $1,400 12-inch MacBook Pro off a desk and a $40 nike gym bag with a $250 Google news tablet, a $1,400 13-inch MacBook Air, and an envelope with $550 in cash, all belonging to a 33-year-old woman. His bail was set at $25,000 bond and $20,000 cash, which he did not post, according to court records.",,40.739286,-74.006908,"2015,03,09"
6,Sixth Ave. & West 14th St.,Feb. 10 at 8 p.m,9-Mar-2015,,A group of teens snatch smartphones from the hands of straphangers at the 14th Street and Sixth Avenue FML station.,,40.737357,-73.996872,"2015,03,09"
6,Sixth Ave. & West 14th St.,"Feb. 10, 8:03 p.m.",9-Mar-2015,,A group of teens snatch smartphones from the hands of straphangers at the 14th Street and Sixth Avenue FML station.,,40.737357,-73.996872,"2015,03,09"
6,Sixth Ave. & West 14th St.,"March 2, 10:15 p.m.",9-Mar-2015,,A group of teens snatch smartphones from the hands of straphangers at the 14th Street and Sixth Avenue FML station.,,40.737357,-73.996872,"2015,03,09"
6,Sixth Ave. & West 14th St.,"March 3, 5:20 p.m.",9-Mar-2015,,A group of teens snatch smartphones from the hands of straphangers at the 14th Street and Sixth Avenue FML station.,,40.737357,-73.996872,"2015,03,09"
6,329 Sixth Ave.,"March 11, 10:30 p.m.",23-Mar-2015,,A 61-year-old newsstand proprietor bought two stolen cell phones off of an undercover NYPD official in a sting operation.,,40.731323,-74.001254,"2015,03,23"
6,216 Bowery,"March 14, 12:50 a.m.",23-Mar-2015,,A 21-year-old man did more than $250 worth of damage to a 30-year-old man's car by throwing a rock at it.,,40.721885,-73.993839,"2015,03,23"
6,320 West 14th St.,"March 14, 2:25 a.m.",29-Mar-2015,,A 26-year-old man made a 22-year-old man withdraw money from an ATM.,,40.739958,-74.003762,"2015,03,29"
6,Sixth Avenue & West Fourth Street,"March 14, 8:47 a.m.",23-Mar-2015,,"Kenneth McIntosh, 27, was found with a loaded gun on a northbound A train.",,40.732338,-74.000495,"2015,03,23"
6,15 West 12th St.,"January 17, 7:00 p.m.",2-Mar-2015,,"A 73-year-old woman, who told police she leaves the door open sometimes, was robbed of $40,000 worth of jewelry, including a $17,000 diamond bracelet, a $11,000 platinum bracelet, a $6,000 diamond ring, and two $3,000 pairs of diamond drop earrings.",,40.735191,-73.995203,"2015,03,02"
6,733 Washington St.,"Dec. 21, 2014 3:05 a.m.",23-Dec-2014,,"A 46-year-old man at Automatic Slims was fighting with a 24-year-old barback and the barback hit him in the face. The barback fled, and was arrested on Feb. 20. ",,40.736222,-74.008347,"2014,12,23"
6,374 Sixth Ave. ,"March 19, 7:45 p.m.",31-Mar-2015,,"Melvin Johnson, 49, was arrested for drinking a 24-ounce can of Four Loko in public. He was also charged with possession of a crack pipe, crack cocaine and a stolen credit card.",,40.73278,-74.000172,"2015,03,31"
6,390 Sixth Ave.,"March 30, 10 a.m.",31-Mar-2015,,"Melvin Johnson, 49, is wanted for robbing a pregnant woman at knifepoint at an ATM and threatening her unborn baby.",,40.733347,-73.999748,"2015,03,31"
78,"170 Flatbush Avenue, Brooklyn, NY 11215","April 4, 2015, 5:30 p.m.",4/9/2015,,A woman had her Louis Vuitton wallet stolen from the Shake Shack across from the Barclays Center after she left her purse unattended in a booth.,,40.682631,-73.976789,"2015,04,09"
78,"141 10th Street, Brooklyn, NY 11215","April 2, 2015, 3:30 p.m.",4/9/2015,,"$10,000 in tools and equiment were stolen from a contsruction site on 10th Street.",,40.671653,-73.993116,"2015,04,09"
78,"446 Dean Street, Brooklyn, NY 11217","4/3/2015, 7:25 p.m.",4/9/2015,,A livery car driver had his wallet stolen out of his car's glove compartment by a passenger he was dropping off at Dean Street and Fifth Avenue.,,40.681934,-73.976468,"2015,04,09"
78,"532 Fifth Avenue, Brooklyn, NY 11215","March 31, 2015 5:45 p.m.",4/9/2015,,"Two men wearing masks and sunglasses stole $1,665 in T-shirts and tank tops from a Foot Locker.",,40.666391,-73.989012,"2015,04,09"
78,"Seventh Avenue and Ninth Street, Brooklyn, NY 11215","March 1, 2015 12:45 a.m.",4/9/2015,,A man had his wallet and phone stolen from his jacket pocket after he fell asleep on the F train.,,40.666895,-73.98159,"2015,04,09"
78,"620 Atlantic Avenue, Brooklyn, NY 11217",3/27/2015,4/9/2015,,A man had $453 stolen after he fell victim to a scam involving a woman he met on a dating website.,,40.68299,-73.975261,"2015,04,09"
78,439 5th Avenue Brooklyn NY 11215,"April 11, 2015 5:20 a.m.",4/16/2015,,"Three men mugged a man outside a deli on Fifth Avenue and Ninth Street. One of the men punched the victim in the face, cutting his lip. The three men then stole the victim's wallet and cell phone before fleeing in a grey or silver Acura.",,40.669215,-73.98592,"2015,04,16"
78,"308 Flatbush Avenue, Brooklyn, NY 11217","April 11, 2015 10:40 p.m.",4/16/2015,,A 21-year-old man was hit in the head with a pool cue during a fight over a girl at Oceans 8 billiards club on Seventh and Flatbush avenues.,,40.677293,-73.972951,"2015,04,16"
78,"169 Third Avenue, Brooklyn, NY 11217",,4/16/2015,,"A 48-year-old man had his fingers slashed by a stranger at a gas station after the stranger approached the man and tried to sell him ""unknown items.""",,40.681224,-73.983173,"2015,04,16"
78,"Prospect Park West and 12th Street, Brooklyn NY 11215","April 11, 2015 9:20 p.m.",4/16/2015,,A would-be burglar broke into an apartment but didn't steal anything. The 45-year-old apartment dweller came home at 9:20 p.m. to find her front door unlocked. ,,40.662722,-73.978816,"2015,04,16"
78,"625 Atlantic Avenue Brooklyn, NY 11217","April 11, 2015 4 p.m.",4/16/2015,,An 18-year-old woman had her purse stolen after she left it on a clothing rack while shopping at Burlington Coat Factory in the Atlantic Terminal Mall.,,40.683845,-73.975433,"2015,04,16"
78,"118 Second Avenue, Brooklyn, NY 11215","March 22, 2015 6:10 p.m.",4/16/2015,,"A thief stole four faucets worth $1,166 from Lowe's.",,40.671688,-73.995159,"2015,04,16"
78,"Fifth Avenue and Ninth Street, Brooklyn, NY 11215","April 10, 2015 6 a.m.",4/16/2015,,A 2002 gold Chrysler Town and Country van was stolen after a 26-year-old driver left the vehicle with the doors unlocked and the keys in the ignition.,,40.669172,-73.98631,"2015,04,16"
78,"Prospect Place and Vanderbilt Avenue, Brooklyn, NY 11238","April 8, 2015 7 a.m.",4/16/2015,,"A 2009 Ducati motorcycle worth $13,000 was stolen between 11 p.m. April 7 and 7 a.m. April 8.",,40.678117,-73.969869,"2015,04,16"
78,"479 Fifth Avenue Brooklyn, NY 11215","April 2, 2015 10:44 a.m.",4/16/2015,,An employee at a cell phone store stole six iPhones and an iPad mini by falsely marking the items as sold in the store's computerized invoice system.,,40.667712,-73.987145,"2015,04,16"
78,70 Fifth Avenue,"April 13, 2015 11:15 a.m.",4/23/2015,,"Two men stole two $1,400 handbags from the front display window of Eleven Consignment boutique.",,40.681023,-73.977609,"2015,04,23"
78,15th Street between Fourth and Fifth Avenue,4/16/2015,4/23/2015,,"Two burglars struck a third-floor apartment and swiped $3,300 in property including a ruby and diamond necklace, an iPad mini, a social security card, an expired U.S. passport, and a birth certificate.",,40.666436,-73.990575,"2015,04,23"
78,Sixth Street between Eighth Avenue and Prospect Park West,4/11/2015,4/23/2015,,A $779 Jamis bike was stolen from the basement of an apartment building.,,40.666815,-73.976752,"2015,04,23"
78,Seventh and Flatbush Q train stop,"April 18, 2015, 1:10 a.m.",4/23/2015,,A 20-year-old woman had her purse stolen out of her lap as she slept on the Q train.,,40.677996,-73.973051,"2015,04,23"
78,"911 Union Street, Brooklyn, NY 11215","April 14, 2015, 9 a.m.",4/23/2015,,A MacBook Air laptop was stolen from an acupuncture business while the proprietor was with a client.,,40.673848,-73.973296,"2015,04,23"
78,President and Fifth Avenue,"April 18, 2015, 2:15 a.m.",4/23/2015,,A mugger punched a man in the face and stole his wallet.,,40.675835,-73.98131,"2015,04,23"
7,"121 Essex St., New York, NY","March 8, 3:55 a.m.",3/12/2015,,"A woman struck a 33-year-old employee in the head with a glass bottle after he asked her to leave the premises. He suffered a minor laceration on his head. The woman fled the scene with three men, one of whom left his shoe in the bar.",,40.719646,-73.987904,"2015,03,12"
7,"120 Orchard St., New York, NY","March 7, 1:14 p.m.",3/12/2015,,"Sean Cynamon, 25, was arrested after an officer saw him pick up a wooden chair and slam it onto the sidewalk, causing the chair to shatter and create a ""hazardous condition for pedestrians."" He was charged with disorderly conduct.",,40.719382,-73.989385,"2015,03,12"
7,"133 Pitt St., New York, NY","Jan. 17, 3:35 p.m.",3/12/2015,,"Idaia James, 20, and a 16-year-old girl were arrested in March for stealing a 22-year-old woman's wallet and cell phones after punching her in the head and hitting her with a frying pan inside her apartment.",,40.720341,-73.981805,"2015,03,12"
7,"151 Essex St., New York, NY","March 21, 7:20 a.m.",3/21/2015,Burglary,"Adam Concepcion stole 20 bottles of tequila worth $1,458 altogether from his former employer, Tijuana Park. Another employee realized the bottles were missing when he opened the restaurant that day.",,40.720763,-73.987366,"2015,03,21"
7,"Southeast Corner of Clinton Street and East Broadway, New York, NY","March 22, 1 a.m.",3/21/2015,Grand Larceny,"A thief stole a 32-year-old woman's red leather wallet from her right front pocket after offering to assist the woman, who left a party at 191 Henry St. because she was not feeling well and wanted to vomit outside. The wallet contained $550 in cash, the Korean passport, driver’s license, MetroCard and credit and debit cards. The suspect -- a 5-foot, 105-pound woman -- fled the scene. The victim did not notice her wallet was gone until she got into a cab.",,40.714265,-73.987145,"2015,03,21"
7,"180 Ludlow St., New York, NY","March 25, 5:40 a.m.",3/21/2015,Assault,"An officer saw a verbal dispute between 30-year-old Stanley Gilmore, Jr. and a 29-year-old man escalate when Gilmore pushed and choked the man at the Ludlow Hotel. The officer got in between the men to prevent Gilmore grabbing the victim's neck. Gilmore also punched out a window at the hotel.",,40.721841,-73.98725,"2015,03,21"
7,"165 Ludlow St., New York, NY","March 28, 1:30 a.m.",3/21/2015,Grand Larceny,"A 23-year-old woman realized her $750 iPhone 6, $35 credit card case and monthly MetroCard were stolen after she noticed her bag was open at the Dark Room. She activated an app to find her phone and received a call from a man who said his girlfriend found her phone. He asked the woman to give him her passcode so that he could confirm the phone belonged to her but she told him it made her feel uncomfortable. The man hung up saying ""This is too complicated!"" ",,40.721559,-73.987774,"2015,03,21"
7,"213 Madison St., New York, NY","March 30, 2:45 p.m.",3/21/2015,Assault,"A 35-year-old bald, 5-foot-8 man approached a 38-year-old man purchasing food and pushed him three times. The 38-year-old fell, hit his head on a chair and was knocked unconscious. The victim was taken to Bellevue Hospital.",,40.712947,-73.989253,"2015,03,21"
7,135 Ludlow St.,"April 15, 1:39 a.m.",4/24/2015,Criminal Mischief,"A 5-foot-7, 55-year-old man with short brown hair entered the store and asked for a bag. He then began to make a mess on the counter. When the employee, a 64-year-old woman told him “to do that somewhere else,” he became irate and smashed a display refridgerator under the counter and threatened the employee with a chair.",,40.720335,-73.988361,"2015,04,24"
7,Southeast corner of Grand and Henry Streets,"April 17, 8:45 p.m.",4/24/2015,Grand Larceny,"Dwain Williams, 47, was found in possession of a missing Citi Bike after an officer saw him urinating on the sidewalk.",,40.714205,-73.981044,"2015,04,24"
7,Northwest Corner of Madison and Rutgers Streets,"April 18, 5 p.m.",4/24/2015,Assault,"A 23-year-old man with multiple “fresh and actively bleeding” 
injuries on his thigh, left ear, right arm, left arm and back of his neck approached a fire truck at Rutgers and Madison street asked for help. He was taken to 
Bellevue Hospital but would not cooperate with police.",,40.712601,-73.990028,"2015,04,24"
7,92 Rivington St.,"April 15, 3:45 a.m.",4/24/2015,Assault,"A 47-year-old man on his way to the store was stabbed six times by 22-year-old Cesar Polanco approached him and said “What you want to do."" Polanco ran northbound on Ludlow Street, where police apprehended him.",,40.720374,-73.988641,"2015,04,24"
7,Northwest Corner of Clinton and Rivington Streets,"April 19, 2 a.m.",4/24/2015,Assault,"A 34-year-old man punched a 21-year-old man walking down the street with his girlfriend and a friend, giving the victim a black eye and bloody nose.",,40.719052,-73.985065,"2015,04,24"
7,112 Rivington St.,"April 19, 3 a.m.",4/24/2015,Grand Larceny,"Two 24-year-old women lost a wallet and an iPhone 6 worth $250 while dancing a bar. One women, who was carrying her purse, noticed the wallet missing after she checked her bag. The other woman had her phone in the right back pocket of her jeans. A couple found the first woman's wallet and returned it with all the contents left intact except $18 in cash.",,40.720036,-73.98772,"2015,04,24"
90,Union Avenue and Broadway,"Mar 6 2015, 2:55 p.m.",3/15/2015,robbery,"An 11-year-girl said a man grabbed her by her jacket, lifted her from the ground and said ""Give me your money,"" police said. The man, who wore a black mask, then dropped the girl to the ground, police said. It was unclear if any property was taken.",No,40.705462,-73.950204,"2015,03,15"
90,Broadway and Marcy,"Mar 8 2015, 7:45 p.m.",3/15/2015,burglary,"A man returned home to see a man standing on his roommate's nightstand and dresser, leaving the apartment through the rear window, police said. The man saw that his laundry bag was in the living room with three laptops, a PlayStation 4, a 42-inch flat screen TV and several jackets, police said. One roommate, a 25-year-old male, had $1,000 missing.",No,40.708409,-73.957916,"2015,03,15"
90,Stagg Street and Lorimer Street,"Mar 9 2015, 11:15 p.m.",3/15/2015,robbery,"A man, 24, was robbed after a man carrying a pole said ""Where is your money and phone,"" police said. The man took $30 and an iPhone 5S.",No,40.709014,-73.948543,"2015,03,15"
90,Varet Street and Bogart Street,"Mar 10 2015, 4:00 p.m.",3/15/2015,grand larceny,"A man who left his $2,500 white gold chain boxing glove pendant in a locker at Green Fitness Studios returned to find that it had been taken.",No,40.704277,-73.933011,"2015,03,15"
90,Metropolitan Avenue and Olive Street,"Mar 11 2015, 9:00 p.m.",3/15/2015,robbery,"A woman, 26, said she was followed into her building's lobby by a man who said he had a gun. She handed over $730 worth of property, including an iPhone 6, $30 and two credit cards.The man was described as being 25-years-old, 5-foot-9 and 150 pounds.",No,40.714593,-73.938755,"2015,03,15"
90,Lorimer Street and Meserole Street,"Mar 11 2015, 4:00 a.m.",3/15/2015,robbery,"A man, 28, was robbed of his Spiderman wallet, phone and concealed carry permit for Virginia after two men put him in a chokehold, police said. One of the men put his arm around the victim's neck while the other one took property from his pockets, police said. No weapon was displayed, and the victim was not injured.",No,40.707593,-73.948306,"2015,03,15"
90,South Fifth Street and Keap Street,"Mar 12 2015, 12:45 a.m.",3/15/2015,robbery,"A man, 38, said a man punched him several times in the face and demanded that he ""give me all your sh*t,"" police said. The victim said he had been ""consuming intoxicants"" before the incident. No property was taken.",No,40.708266,-73.955115,"2015,03,15"
90,Grand Street and Manhattan Avenue,"Mar 12 2015, 8:00 p.m.",3/15/2015,burglary,"A woman, 29, returned to her home to find her sliding glass door unlocked and $5,555 worth of property gone, including an iMac desktop computer, black Nike Kevin Durant sneakers, an Xbox and Xbox controllers.",No,40.711476,-73.945596,"2015,03,15"
90,Walton Street and Union Avenue,"Mar 13 2015, 12:00 a.m.",3/15/2015,robbery,"A man walking down Walton Street was followed by a man who then robbed him at gunpoint, police said. The victim, 21, said the TK showed a black firearm and said ""Give me your money, throw your wallet."" The victim handed over credit cards, and then TK told him to run away and not look back. The wallet was returned, and the man was arrested.",Yes,40.7016,-73.950269,"2015,03,15"
90,Hooper Street and South First Street,"Mar 13 2015, 3:10 a.m.",3/15/2015,robbery,"A man, 29, had a gun to his throat in a robbery in South Williamsburg, police said. One of the men showed a gun and placed it against the victim's stomach, police said. The other man reached for the victim's property. The man with the gun then placed it against the victim's throat, police said. The victim was not injured. The men took $220 worth of property, including a cracked black iPhone, $50, a wallet, a credit card and a debit card, police said.",No,40.710342,-73.951953,"2015,03,15"
90,Maujer Street and Morgan Avenue,"Mar 13 2015, 1:30 p.m.",3/15/2015,grand larceny,"A man, 25, who parked his U-Haul on the street got stuck in an elevator and returned to find that his property was gone, police said. He had to be rescued by the fire department after getting stuck, police said. When he came back to the truck, more than $1,600 worth of property was gone, including a Lenovo laptop, $500 in cash, a Herschel duffel bag, a black leather jacket and a classic iPod.",No,40.712769,-73.934546,"2015,03,15"
90,South Eighth Street and Roebling Street,"Mar 13 2015, 8:10 a.m.",3/15/2015,grand larceny auto,"A man who left his 2013 Honda Odyssey on South Eighth Street returned to find a man sitting inside the car with a laptop plugged into the car’s computer, police said. When the victim, 25, knocked on the window, the manstarted the car and drove off onto Lee Avenue. The man said his car was locked and that the keys were not inside.",No,40.709163,-73.960832,"2015,03,15"
90,Flushing Avenue and Lee Avenue,"Mar 13 2015, 4:30 p.m.",3/15/2015,burglary,"The owner of a business on Flushing Avenue returned after Shabbas to find the rear door open and $600 gone, police said. Video showed that a perp had entered the store and used a screw driver to remove the cash. He also took cash from a drawer that had been left unlocked.",No,40.699396,-73.953362,"2015,03,15"
90,Broadway and Flushing Avenue,"Mar 14 2015, 7:30 p.m.",3/15/2015,burglary,"Two roommates returned home to find more than $2,200 worth of property missing, including a MacBook, $70, a Kenneth Cole watch, a Nike bag and a flat iron.",No,40.700724,-73.941944,"2015,03,15"
90,Humboldt Street and Johnson Avenue,"Mar 17 2015, 8:15 p.m.",3/29/2015,robbery,"A delivery man, 57, was punched and kicked for his motorized scooter on his way to make a delivery, police said. Five teens pushed the man off his red electric Yamaha Passola scooter, kicked him and punched him in the head and body, police said. They then took the scooter, worth $1,300, police said.",No,40.706758,-73.941399,"2015,03,29"
90,Ten Eyck Street and Union Avenue,"Mar 17 2015, 12:40 a.m.",3/29/2015,robbery,"A man was walking when three men stopped him, police said. One showed a black firearm and said ""Give me your wallet and phone, and don't yell or I'll shoot you,"" police said. The victim handed over $870 worth of property, including an iPhone 6, a Baruch college ID, a MetroCard, credit cards and $20. One of the men then hit the victim on his face, causing pain, swelling, bleeding and bruising, saying ""We know where you live so don't call the police.""",No,40.709512,-73.950876,"2015,03,29"
90,Grand Street and Graham Avenue,"Mar 17 2015, 12:10 a.m.",3/29/2015,assault,"A man punched a 65-year-old man on Grand Street after saying that the victim's dog was ""a p-ssy"" compared to his pitbulls, police said. The man said ""I got two pit bulls and your dog is a p-ssy"" before hitting the victim in the face, causing swelling, redness and a bloody nose, police said. It was unclear what kind of dog the victim owned. The victim went to Woodhull Hospital for his injuries.",No,40.711649,-73.943909,"2015,03,29"
90,Morgan Avenue and Rock Street,"Mar 17 2015, 1:50 p.m.",3/29/2015,grand larceny,"A man, 40, asked an employee at a boutique to see a pair of shoes. When the employee, a 29-year-old woman, went to get the shoes, the man ran out of the store with a Proenza Schouler bag, worth nearly $2,000.",No,40.704257,-73.931309,"2015,03,29"
90,Meserole Street and Graham Avenue,"Mar 18 2015, 11:50 p.m.",3/29/2015,robbery,"Dontay Cooper, 18, approached a 25-year-old woman and said ""Don't scream, I have a gun, give me your money,"" police and the Brooklyn District Attorney's office said. He took $40, MetroCards, IDs and credit cards, according to a criminal complaint.",Yes,40.708071,-73.943322,"2015,03,29"
90,Stagg Street and Leonard,"Mar 20 2015, 4:10 a.m.",3/29/2015,robbery,"A man, 45, noticed a man following him. The man then showed a firearm and told the victim in Spanish to give him everything. He then struck the victim in the face with the pistol, causing swelling and redness. It was unclear if any property was taken.",No,40.709178,-73.946869,"2015,03,29"
90,Varick Avenue and Johnson Avenue,"Mar 20 2015, 11:00 p.m.",3/29/2015,burglary,"A man, 49, who parked his red concrete mixer and returned to find the passenger side window of the truck had been shattered. A mini-fridge, worth $350, and wrenches, also worth $350, were missing.",No,40.708542,-73.927407,"2015,03,29"
90,Humboldt Street and Debevoise Street,"Mar 21 2015, 1:10 p.m.",3/29/2015,grand larceny,"A man who parked his car to get a haircut with his son returned an hour later to find that his rear passenger window had been shattered. About $2,900 worth of property was taken, including a Coach computer bag, TV screens, an iPod, Gucci sunglasses and an Apple laptop.",No,40.701808,-73.940556,"2015,03,29"
90,Boerum Street and Lorimer Street,"Mar 21 2015, 8:00 a.m.",3/29/2015,grand larceny,"A man, 94, returned home from the hospital to find $10,000 gone from his apartment. Emergency medical services had broken down his door a week earlier to take him to the hospital.",No,40.705439,-73.94798,"2015,03,29"
90,81 Broadway,"Mar 22 2015, 7:15 p.m.",3/29/2015,grand larceny,"A woman, 42, was eating at Marlow and Sons when someone took her purse from the chair next to her, police said. The property ? worth $2,025 ? included her wallet, $400 tortoise sunglasses, keys, earphones, an iPhone charger, jewelry and a makeup bag.",No,40.710686,-73.965671,"2015,03,29"
90,Kent Avenue and Hewes Street,"Mar 22 2015, 9 p.m.",3/29/2015,assault,"A man, 37, was struck in the neck with a paintball gun from a black car. Police are investigating the incident as a hate crime.",No,40.700495,-73.962477,"2015,03,29"
90,Stagg Street and Lorimer Street,"Mar 26 2015, 2:15 a.m.",3/29/2015,robbery,"Michael Candelario, 17, was slammed with 13 charges after he and another teen followed a man, 28, home and attempted to assault him for his phone, police and the Brooklyn District Attorney's office said.

Candelario and the other teen then followed the victim into his apartment, grabbed him and attempted to punch him, according to police and a criminal complaint. The other teen then grabbed the victim's iPhone and ran, police said.",Yes,40.709014,-73.948543,"2015,03,29"
90,Clymer Street and Juliana Place,"Mar 27 2015, 9:00 p.m.",3/29/2015,assault,"A Hasidic Jewish boy, 16, and man, 53, were both shot at by paintball guns in what's being investigated as a hate crime. The teen was struck with a blue paintball in his leg and arm, while the man's car was hit with two paintballs. Shots came from a black 2014 Toyota Sienna. ",No,40.705636,-73.965074,"2015,03,29"
90,Humboldt Street and Boerum Street,"Mar 28 2015, 4:00 a.m.",3/29/2015,assault,"A man, 24, who was walking with his girlfriend, 24, was shot in the butt cheek and leg after an unknown man shot at him five times.",No,40.706048,-73.941286,"2015,03,29"
90,56 Bogart St.,"Mar 29 2015, 12:00 p.m.",3/29/2015,burglary,"A clothing boutique opened up to find that nearly $350 worth of cash and property had been taken after someone cut the wall. Stolen propert included $100 in cash, a Toyo lighter, pocket knives and three colors of beanies.",No,40.705724,-73.933165,"2015,03,29"
